V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
seq_21241 SWKY01000001.1 77.973 2615 484 60 381 2959 86570563 86573121 0 1574
seq_21241 SWKY01000001.1 77.989 2635 472 69 398 2959 86570498 86573097 0 1572
seq_21241 SWKY01000001.1 79.082 2352 414 53 516 2825 170659353 170657038 0 1567
seq_21241 SWKY01000001.1 77.118 2880 523 87 271 3073 47135601 47138421 0 1563
seq_21241 SWKY01000001.1 78.091 2556 471 51 398 2919 170659306 170656806 0 1555
seq_21241 SWKY01000001.1 78.837 2391 420 50 459 2809 170659194 170656850 0 1554
seq_21241 SWKY01000001.1 77.358 2725 528 70 271 2958 86570172 86572844 0 1550
seq_21241 SWKY01000001.1 77.863 2602 483 67 387 2959 85446372 85448909 0 1548
seq_21241 SWKY01000001.1 76.986 2833 547 76 140 2919 170655910 170653130 0 1546
seq_21241 SWKY01000001.1 79.333 2279 386 51 721 2962 170660491 170658261 0 1541
seq_21241 SWKY01000001.1 77.355 2760 501 91 267 2959 86570239 86572941 0 1539
seq_21241 SWKY01000001.1 77.016 2802 545 73 210 2962 170658420 170655669 0 1539
seq_21241 SWKY01000001.1 77.638 2616 503 66 387 2958 86570315 86572892 0 1535
seq_21241 SWKY01000001.1 76.72 2878 565 73 149 2956 24652542 24649700 0 1530
seq_21241 SWKY01000001.1 76.834 2836 553 60 210 3018 24646890 24644132 0 1526
seq_21241 SWKY01000001.1 77.744 2615 475 77 387 2959 85446336 85448885 0 1526
seq_21241 SWKY01000001.1 78.243 2459 455 54 532 2955 170659457 170657044 0 1524
seq_21241 SWKY01000001.1 80.037 2144 349 47 865 2962 170660467 170658357 0 1524
seq_21241 SWKY01000001.1 77.308 2697 516 73 387 3026 86570231 86572888 0 1519
seq_21241 SWKY01000001.1 77.434 2681 491 101 205 2819 124190651 124188019 0 1517
seq_21241 SWKY01000001.1 76.832 2797 557 61 205 2962 18607906 18610650 0 1515
seq_21241 SWKY01000001.1 79.189 2268 387 55 720 2962 170660516 170658309 0 1515
seq_21241 SWKY01000001.1 78.743 2338 419 53 515 2810 170659378 170657077 0 1513
seq_21241 SWKY01000001.1 77.443 2589 514 48 398 2955 179351317 179348768 0 1502
seq_21241 SWKY01000001.1 77.752 2598 449 116 66 2592 124190729 124188190 0 1500
seq_21241 SWKY01000001.1 76.705 2786 566 57 209 2959 86570228 86572965 0 1495
seq_21241 SWKY01000001.1 77.463 2609 497 56 402 2962 170659182 170656617 0 1495
seq_21241 SWKY01000001.1 76.51 2963 522 143 63 2951 13062241 13065103 0 1480
seq_21241 SWKY01000001.1 76.724 2784 543 78 93 2829 48067410 48070135 0 1480
seq_21241 SWKY01000001.1 76.152 2952 589 74 68 2962 170659042 170656149 0 1472
seq_21241 SWKY01000001.1 76.334 2979 545 149 63 2962 13062169 13065066 0 1471
seq_21241 SWKY01000001.1 76.779 2726 549 65 381 3073 86570201 86572875 0 1471
seq_21241 SWKY01000001.1 77.72 2500 452 65 517 2959 85446362 85448813 0 1452
seq_21241 SWKY01000001.1 76.964 2661 513 67 202 2809 98169152 98171765 0 1450
seq_21241 SWKY01000001.1 80.37 1946 339 37 1040 2962 85116747 85114822 0 1447
seq_21241 SWKY01000001.1 76.586 2712 560 63 68 2735 148453893 148451213 0 1447
seq_21241 SWKY01000001.1 76.115 2914 582 72 93 2962 170658968 170656125 0 1447
seq_21241 SWKY01000001.1 77.157 2596 500 62 385 2932 179351427 179348877 0 1443
seq_21241 SWKY01000001.1 76.189 3007 530 164 63 2959 13061953 13064883 0 1439
seq_21241 SWKY01000001.1 77.606 2465 471 64 522 2959 85446331 85448741 0 1435
seq_21241 SWKY01000001.1 77.297 2612 460 72 399 2952 98169140 98171676 0 1435
seq_21241 SWKY01000001.1 75.804 2955 617 88 54 2962 47673461 47676363 0 1434
seq_21241 SWKY01000001.1 79.659 2050 352 50 947 2962 51125176 51123158 0 1424
seq_21241 SWKY01000001.1 77.417 2493 476 64 517 2959 86570126 86572581 0 1423
seq_21241 SWKY01000001.1 76.067 2883 581 76 140 2962 170659138 170656305 0 1423
seq_21241 SWKY01000001.1 77.505 2445 465 60 556 2959 85446329 85448729 0 1410
seq_21241 SWKY01000001.1 76.359 2741 557 73 387 3073 85118782 85116079 0 1408
seq_21241 SWKY01000001.1 77.019 2576 495 62 399 2952 122771900 122769400 0 1408
seq_21241 SWKY01000001.1 76.253 2813 547 80 216 2962 170659182 170656425 0 1406
seq_21241 SWKY01000001.1 76.107 2867 553 90 154 2962 47673655 47676447 0 1400
seq_21241 SWKY01000001.1 76.755 2650 502 77 202 2809 122771888 122769311 0 1399
seq_21241 SWKY01000001.1 80.85 1812 305 31 1030 2829 189257353 189255572 0 1395
seq_21241 SWKY01000001.1 75.766 2905 598 74 93 2956 24650667 24647828 0 1393
seq_21241 SWKY01000001.1 76.216 2838 532 98 210 2955 167343584 167340798 0 1393
seq_21241 SWKY01000001.1 76.917 2582 492 67 387 2918 137288844 137286317 0 1391
seq_21241 SWKY01000001.1 76.65 2591 531 59 387 2958 137226357 137223822 0 1386
seq_21241 SWKY01000001.1 75.946 2802 588 64 202 2962 137227013 137224257 0 1386
seq_21241 SWKY01000001.1 76.878 2582 493 67 387 2918 137227500 137224973 0 1386
seq_21241 SWKY01000001.1 75.984 2794 584 66 209 2962 137288351 137285605 0 1386
seq_21241 SWKY01000001.1 75.883 2915 566 82 140 2962 170659042 170656173 0 1386
seq_21241 SWKY01000001.1 77.884 2306 425 59 683 2959 85446408 85448657 0 1373
seq_21241 SWKY01000001.1 77.417 2431 444 63 564 2959 86570113 86572473 0 1371
seq_21241 SWKY01000001.1 75.804 2893 569 86 140 2962 170658656 170655825 0 1367
seq_21241 SWKY01000001.1 79.022 2107 351 49 902 2962 170660490 170658429 0 1367
seq_21241 SWKY01000001.1 77.46 2449 416 111 140 2517 124190511 124188128 0 1362
seq_21241 SWKY01000001.1 76.019 2773 559 79 205 2919 137289266 137286542 0 1362
seq_21241 SWKY01000001.1 76.444 2666 512 70 387 2982 167343151 167340532 0 1358
seq_21241 SWKY01000001.1 76.009 2776 554 81 205 2919 137227922 137225198 0 1356
seq_21241 SWKY01000001.1 76.926 2479 493 53 389 2829 162496296 162493859 0 1356
seq_21241 SWKY01000001.1 76.213 2741 527 96 267 2962 47672802 47675462 0 1352
seq_21241 SWKY01000001.1 76.079 2688 562 68 93 2745 130899924 130902565 0 1352
seq_21241 SWKY01000001.1 75.518 2945 590 89 68 2962 137226859 137223996 0 1351
seq_21241 SWKY01000001.1 77.183 2428 468 59 398 2809 137226369 137224012 0 1351
seq_21241 SWKY01000001.1 76.153 2667 555 75 136 2767 47673590 47676210 0 1349
seq_21241 SWKY01000001.1 75.704 2914 562 92 141 2958 98169736 98172599 0 1349
seq_21241 SWKY01000001.1 79.097 2038 342 51 564 2580 81145354 81143380 0 1347
seq_21241 SWKY01000001.1 76.957 2491 475 61 387 2809 122771817 122769358 0 1347
seq_21241 SWKY01000001.1 76.412 2620 519 71 388 2962 137226763 137224198 0 1343
seq_21241 SWKY01000001.1 79.947 1880 321 50 1114 2962 51125132 51123278 0 1341
seq_21241 SWKY01000001.1 76.412 2620 516 74 388 2962 137288108 137285546 0 1341
seq_21241 SWKY01000001.1 76.385 2600 529 65 398 2962 137228261 137225712 0 1339
seq_21241 SWKY01000001.1 76.385 2600 529 65 398 2962 137289605 137287056 0 1339
seq_21241 SWKY01000001.1 75.894 2742 569 69 258 2958 122770925 122768235 0 1338
seq_21241 SWKY01000001.1 75.39 2946 602 87 68 2958 137225987 137223110 0 1338
seq_21241 SWKY01000001.1 76.991 2486 458 77 387 2825 137225856 137223438 0 1338
seq_21241 SWKY01000001.1 76.382 2659 504 86 212 2813 137226955 137224364 0 1338
seq_21241 SWKY01000001.1 75.57 2894 586 81 140 2958 137227227 137224380 0 1338
seq_21241 SWKY01000001.1 76.229 2583 557 46 207 2753 1485516 1488077 0 1336
seq_21241 SWKY01000001.1 76.976 2454 473 67 387 2814 47673677 47676064 0 1336
seq_21241 SWKY01000001.1 76.382 2659 501 89 212 2813 137288300 137285712 0 1334
seq_21241 SWKY01000001.1 78.319 2094 405 34 93 2165 15240207 15238142 0 1332
seq_21241 SWKY01000001.1 75.572 2886 578 91 141 2958 137225688 137222862 0 1330
seq_21241 SWKY01000001.1 75.536 2894 583 86 140 2958 137288571 137285728 0 1328
seq_21241 SWKY01000001.1 76.614 2463 520 42 387 2815 47674069 47676509 0 1327
seq_21241 SWKY01000001.1 76.744 2580 461 79 387 2919 137226574 137224087 0 1327
seq_21241 SWKY01000001.1 75.253 2970 612 78 68 2962 167342947 167340026 0 1327
seq_21241 SWKY01000001.1 75.378 2973 585 98 68 2962 137288204 137285301 0 1325
seq_21241 SWKY01000001.1 76.549 2486 518 51 271 2731 179350658 179348213 0 1321
seq_21241 SWKY01000001.1 75.9 2722 554 72 267 2955 98169969 98172621 0 1319
seq_21241 SWKY01000001.1 77.309 2371 429 100 205 2517 124190423 124188104 0 1319
seq_21241 SWKY01000001.1 75.46 2881 590 81 210 3026 137225894 137223067 0 1319
seq_21241 SWKY01000001.1 76.672 2512 485 66 514 2958 167341859 167339382 0 1319
seq_21241 SWKY01000001.1 76.901 2420 477 56 592 2959 85446244 85448633 0 1317
seq_21241 SWKY01000001.1 76.808 2475 474 64 515 2962 148456149 148453748 0 1315
seq_21241 SWKY01000001.1 75.958 2766 522 85 213 2919 137228165 137225484 0 1314
seq_21241 SWKY01000001.1 76.659 2502 485 62 514 2962 137228548 137226093 0 1314
seq_21241 SWKY01000001.1 79.312 1948 336 39 1117 3041 170660325 170658422 0 1312
seq_21241 SWKY01000001.1 75.73 2740 570 76 66 2767 98169983 98172665 0 1310
seq_21241 SWKY01000001.1 76.32 2614 501 73 388 2919 122771090 122768513 0 1310
seq_21241 SWKY01000001.1 75.163 2919 629 81 75 2962 122771512 122768659 0 1310
seq_21241 SWKY01000001.1 75.922 2766 523 85 213 2919 137289509 137286828 0 1308
seq_21241 SWKY01000001.1 76.676 2491 477 86 355 2790 48812798 48815239 0 1304
seq_21241 SWKY01000001.1 79.017 1973 354 36 1009 2959 98169140 98171074 0 1304
seq_21241 SWKY01000001.1 76.383 2566 498 79 398 2917 137228285 137225782 0 1303
seq_21241 SWKY01000001.1 75.57 2849 558 92 212 2962 85118578 85115770 0 1301
seq_21241 SWKY01000001.1 78.926 1974 360 40 1009 2962 122771900 122769963 0 1299
seq_21241 SWKY01000001.1 75.213 2937 600 87 68 2962 167342407 167339557 0 1299
seq_21241 SWKY01000001.1 76.088 2597 538 52 398 2962 8631785 8629240 0 1297
seq_21241 SWKY01000001.1 77.652 2215 430 59 771 2959 85446338 85448513 0 1297
seq_21241 SWKY01000001.1 75.506 2768 585 69 69 2809 122771304 122768603 0 1297
seq_21241 SWKY01000001.1 77.084 2339 457 58 514 2825 137289892 137287606 0 1297
seq_21241 SWKY01000001.1 75.519 2843 562 86 202 2958 137289973 137287179 0 1295
seq_21241 SWKY01000001.1 75.931 2659 534 84 212 2813 137289772 137287163 0 1291
seq_21241 SWKY01000001.1 78.185 2127 369 54 398 2506 81145429 81143380 0 1290
seq_21241 SWKY01000001.1 75.492 2844 561 86 202 2958 137228629 137225835 0 1290
seq_21241 SWKY01000001.1 76.322 2610 476 117 177 2731 124190402 124187880 0 1288
seq_21241 SWKY01000001.1 76.638 2457 474 69 516 2945 90864880 90867263 0 1286
seq_21241 SWKY01000001.1 75.893 2659 535 84 212 2813 137228428 137225819 0 1286
seq_21241 SWKY01000001.1 75.758 2673 552 61 140 2750 1486120 1488758 0 1282
seq_21241 SWKY01000001.1 77.247 2281 433 62 705 2952 90864841 90867068 0 1279
seq_21241 SWKY01000001.1 77.605 2188 426 56 799 2961 85446390 85448538 0 1277
seq_21241 SWKY01000001.1 76.676 2431 467 70 514 2917 90864830 90867187 0 1277
seq_21241 SWKY01000001.1 78.434 2082 351 59 931 2962 170660581 170658548 0 1277
seq_21241 SWKY01000001.1 76.737 2433 453 97 140 2502 13062786 13065175 0 1275
seq_21241 SWKY01000001.1 76.695 2433 462 80 387 2753 48812762 48815155 0 1275
seq_21241 SWKY01000001.1 75.343 2839 577 81 180 2960 90865206 90867979 0 1275
seq_21241 SWKY01000001.1 78.025 2116 390 54 838 2926 48812735 48814802 0 1271
seq_21241 SWKY01000001.1 75.991 2624 518 79 398 2962 48812990 48815560 0 1271
seq_21241 SWKY01000001.1 75.017 3002 592 101 66 2962 167342529 167339581 0 1269
seq_21241 SWKY01000001.1 77.605 2188 416 49 805 2959 86570207 86572353 0 1267
seq_21241 SWKY01000001.1 75.332 2789 585 79 210 2958 137289726 137287001 0 1267
seq_21241 SWKY01000001.1 75.816 2667 528 70 210 2789 167343416 167340780 0 1267
seq_21241 SWKY01000001.1 77.056 2310 441 57 683 2959 86570172 86572425 0 1266
seq_21241 SWKY01000001.1 75.707 2651 549 76 210 2809 137228382 137225776 0 1264
seq_21241 SWKY01000001.1 77.377 2219 432 51 782 2957 86570208 86572399 0 1262
seq_21241 SWKY01000001.1 76.545 2443 468 57 516 2895 98169950 98172350 0 1260
seq_21241 SWKY01000001.1 76.25 2480 503 63 523 2962 177080374 177077941 0 1258
seq_21241 SWKY01000001.1 75.323 2788 579 96 206 2952 47672914 47675633 0 1254
seq_21241 SWKY01000001.1 74.838 2933 630 85 65 2958 98170509 98173372 0 1253
seq_21241 SWKY01000001.1 77.731 2151 396 57 862 2959 85446345 85448465 0 1251
seq_21241 SWKY01000001.1 79.755 1793 300 41 1198 2962 51125167 51123410 0 1249
seq_21241 SWKY01000001.1 77.267 2239 412 62 726 2918 137289910 137287723 0 1245
seq_21241 SWKY01000001.1 77.232 2240 412 62 726 2918 137228566 137226378 0 1242
seq_21241 SWKY01000001.1 75.259 2801 562 111 212 2958 47672978 47675701 0 1236
seq_21241 SWKY01000001.1 78.023 2084 369 56 765 2829 48812745 48814758 0 1236
seq_21241 SWKY01000001.1 76.288 2484 465 66 514 2962 137228584 137226190 0 1227
seq_21241 SWKY01000001.1 75.417 2697 545 83 201 2825 26611322 26613972 0 1223
seq_21241 SWKY01000001.1 76.248 2484 465 66 514 2962 137289928 137287535 0 1219
seq_21241 SWKY01000001.1 74.828 2912 599 93 67 2916 90865356 90868195 0 1218
seq_21241 SWKY01000001.1 77.108 2241 415 58 745 2962 137228595 137226430 0 1218
seq_21241 SWKY01000001.1 75.045 2773 587 75 69 2809 122769259 122766560 0 1216
seq_21241 SWKY01000001.1 74.886 2859 601 79 140 2962 167342683 167339906 0 1216
seq_21241 SWKY01000001.1 76.968 2210 447 53 783 2959 86570161 86572341 0 1212
seq_21241 SWKY01000001.1 77.064 2241 415 59 745 2962 137289939 137287775 0 1210
seq_21241 SWKY01000001.1 78.239 1999 345 53 976 2919 137228615 137226652 0 1208
seq_21241 SWKY01000001.1 77.529 2096 401 54 878 2958 90864820 90866860 0 1206
seq_21241 SWKY01000001.1 76.774 2213 469 35 768 2959 148189521 148191709 0 1206
seq_21241 SWKY01000001.1 76.717 2242 454 46 740 2962 90864826 90867018 0 1201
seq_21241 SWKY01000001.1 78.189 1999 345 52 976 2919 137289959 137287997 0 1201
seq_21241 SWKY01000001.1 75.658 2621 502 86 387 2962 26609937 26612466 0 1199
seq_21241 SWKY01000001.1 79.594 1725 303 41 1119 2814 42434692 42432988 0 1199
seq_21241 SWKY01000001.1 75.998 2479 481 85 387 2814 48813050 48815465 0 1197
seq_21241 SWKY01000001.1 78.471 1923 338 45 1079 2962 170660480 170658595 0 1197
seq_21241 SWKY01000001.1 74.937 2797 582 79 210 2962 90865284 90868005 0 1195
seq_21241 SWKY01000001.1 75.445 2639 524 83 210 2809 90865068 90867621 0 1194
seq_21241 SWKY01000001.1 79.103 1828 300 42 1169 2962 122771957 122770178 0 1194
seq_21241 SWKY01000001.1 75.9 2444 504 58 392 2809 26611374 26613758 0 1192
seq_21241 SWKY01000001.1 76.986 2203 407 82 207 2357 13063021 13065175 0 1190
seq_21241 SWKY01000001.1 78.135 1962 356 68 905 2834 137228591 137226671 0 1188
seq_21241 SWKY01000001.1 78.135 1962 355 69 905 2834 137289935 137288016 0 1188
seq_21241 SWKY01000001.1 75.213 2695 545 103 210 2834 48812892 48815533 0 1186
seq_21241 SWKY01000001.1 79.002 1824 307 49 1166 2952 98169080 98170864 0 1186
seq_21241 SWKY01000001.1 79.43 1755 290 49 1228 2962 51125173 51123470 0 1184
seq_21241 SWKY01000001.1 75.214 2687 542 84 202 2813 26611370 26614007 0 1182
seq_21241 SWKY01000001.1 74.832 2833 580 82 210 2962 167342565 167339786 0 1181
seq_21241 SWKY01000001.1 75.439 2622 518 85 387 2959 90872461 90875005 0 1179
seq_21241 SWKY01000001.1 75.801 2496 492 79 516 2951 90873212 90875655 0 1179
seq_21241 SWKY01000001.1 77.216 2155 388 52 846 2958 26600916 26603009 0 1173
seq_21241 SWKY01000001.1 75.065 2679 565 78 202 2825 90872378 90875008 0 1173
seq_21241 SWKY01000001.1 75.351 2564 545 63 268 2808 90872540 90875039 0 1173
seq_21241 SWKY01000001.1 76.982 2220 396 73 799 2959 86570154 86572317 0 1171
seq_21241 SWKY01000001.1 77.51 2072 376 61 947 2959 86570157 86572197 0 1171
seq_21241 SWKY01000001.1 75.638 2467 519 60 387 2825 90873128 90875540 0 1171
seq_21241 SWKY01000001.1 74.746 2760 597 80 93 2790 146222295 146225016 0 1166
seq_21241 SWKY01000001.1 78.341 1893 337 44 1108 2962 170660524 170658667 0 1166
seq_21241 SWKY01000001.1 78.906 1792 312 45 1193 2958 122771957 122770206 0 1164
seq_21241 SWKY01000001.1 75.71 2396 517 61 387 2753 105165401 105167760 0 1160
seq_21241 SWKY01000001.1 78.918 1793 305 45 1190 2959 98169080 98170822 0 1158
seq_21241 SWKY01000001.1 76.199 2294 462 62 514 2767 90872972 90875221 0 1155
seq_21241 SWKY01000001.1 76.107 2327 466 63 387 2695 90873401 90875655 0 1155
seq_21241 SWKY01000001.1 75.701 2461 489 75 391 2809 90873155 90875548 0 1151
seq_21241 SWKY01000001.1 79.055 1757 301 43 1217 2959 122771957 122770254 0 1151
seq_21241 SWKY01000001.1 78.242 1866 342 45 1111 2959 26600881 26602699 0 1147
seq_21241 SWKY01000001.1 78.63 1825 313 51 1130 2919 26600924 26602706 0 1147
seq_21241 SWKY01000001.1 75.884 2405 470 67 455 2825 26612381 26614709 0 1147
seq_21241 SWKY01000001.1 75.532 2489 506 78 515 2962 90872746 90875172 0 1146
seq_21241 SWKY01000001.1 78.263 1900 321 62 1096 2962 137228615 137226775 0 1146
seq_21241 SWKY01000001.1 78.263 1900 320 63 1096 2962 137289959 137288120 0 1144
seq_21241 SWKY01000001.1 74.981 2690 545 92 140 2778 26611881 26614493 0 1142
seq_21241 SWKY01000001.1 75.494 2530 492 82 514 2958 26609500 26611986 0 1140
seq_21241 SWKY01000001.1 78.95 1753 298 40 1238 2962 98169080 98170789 0 1136
seq_21241 SWKY01000001.1 77.168 2076 384 66 985 3026 48812703 48814722 0 1134
seq_21241 SWKY01000001.1 75.749 2404 474 94 145 2503 124190206 124187867 0 1133
seq_21241 SWKY01000001.1 75.697 2440 473 86 443 2809 90871472 90873864 0 1129
seq_21241 SWKY01000001.1 76.127 2262 459 56 515 2749 90873092 90875299 0 1129
seq_21241 SWKY01000001.1 78.359 1853 316 45 1130 2962 170660574 170658787 0 1129
seq_21241 SWKY01000001.1 78.064 1901 328 49 1108 2962 170660572 170658715 0 1127
seq_21241 SWKY01000001.1 78.107 1891 324 53 1108 2956 26600926 26602768 0 1125
seq_21241 SWKY01000001.1 75.482 2492 491 78 512 2958 90872517 90874933 0 1125
seq_21241 SWKY01000001.1 75.287 2436 541 52 387 2789 105165521 105167928 0 1125
seq_21241 SWKY01000001.1 74.682 2595 606 46 389 2962 162497889 162495325 0 1125
seq_21241 SWKY01000001.1 75.725 2344 487 58 514 2825 26612392 26614685 0 1122
seq_21241 SWKY01000001.1 76.622 2173 396 94 207 2309 13063045 13065175 0 1116
seq_21241 SWKY01000001.1 75.524 2480 480 93 515 2958 26609300 26611688 0 1116
seq_21241 SWKY01000001.1 75.461 2388 514 54 398 2753 105165389 105167736 0 1114
seq_21241 SWKY01000001.1 74.695 2624 576 69 209 2789 105165398 105167976 0 1110
seq_21241 SWKY01000001.1 76.35 2203 416 91 140 2294 13063038 13065183 0 1105
seq_21241 SWKY01000001.1 75.318 2439 507 74 398 2780 8629914 8627515 0 1101
seq_21241 SWKY01000001.1 74.155 2871 616 89 153 2958 90871436 90874245 0 1099
seq_21241 SWKY01000001.1 77.323 2002 345 88 720 2718 189618284 189616389 0 1098
seq_21241 SWKY01000001.1 77.598 1982 325 91 863 2829 189618285 189616408 0 1098
seq_21241 SWKY01000001.1 74.424 2733 581 74 47 2731 90865882 90868544 0 1094
seq_21241 SWKY01000001.1 75.587 2343 473 80 515 2815 26612665 26614950 0 1086
seq_21241 SWKY01000001.1 74.733 2620 550 78 388 2959 90866721 90869276 0 1086
seq_21241 SWKY01000001.1 77.288 2021 333 87 886 2903 189618286 189616389 0 1081
seq_21241 SWKY01000001.1 74.99 2491 529 71 387 2829 90866851 90869295 0 1079
seq_21241 SWKY01000001.1 77.314 1966 341 85 720 2683 189618261 189616399 0 1079
seq_21241 SWKY01000001.1 75.07 2483 510 76 514 2951 26609131 26611549 0 1074
seq_21241 SWKY01000001.1 76.923 1963 398 55 866 2809 90871377 90873303 0 1074
seq_21241 SWKY01000001.1 77.796 1869 320 56 1111 2955 137228625 137226828 0 1074
seq_21241 SWKY01000001.1 77.784 1868 321 55 1111 2955 137289969 137288173 0 1074
seq_21241 SWKY01000001.1 77.156 1948 366 57 1024 2921 85120154 85118236 0 1068
seq_21241 SWKY01000001.1 74.676 2626 537 99 387 2962 90871891 90874438 0 1068
seq_21241 SWKY01000001.1 75.486 2366 463 83 517 2825 90866285 90868590 0 1066
seq_21241 SWKY01000001.1 77.966 1829 305 79 1128 2945 189618261 189616520 0 1062
seq_21241 SWKY01000001.1 77.158 1900 364 66 207 2069 13063309 13065175 0 1059
seq_21241 SWKY01000001.1 79.711 1523 253 38 1442 2951 51125140 51123661 0 1059
seq_21241 SWKY01000001.1 77.98 1812 307 53 1169 2958 137228615 137226874 0 1059
seq_21241 SWKY01000001.1 77.925 1812 307 53 1169 2958 137289959 137288219 0 1051
seq_21241 SWKY01000001.1 76.023 2127 431 61 514 2619 48813416 48815484 0 1044
seq_21241 SWKY01000001.1 77.902 1783 314 51 1061 2829 90871381 90873097 0 1044
seq_21241 SWKY01000001.1 78.143 1766 292 75 839 2592 189618078 189616395 0 1044
seq_21241 SWKY01000001.1 78.283 1736 286 52 1217 2919 137228615 137226938 0 1042
seq_21241 SWKY01000001.1 75.539 2318 443 74 512 2809 90872422 90874635 0 1040
seq_21241 SWKY01000001.1 78.226 1736 286 52 1217 2919 137289959 137288283 0 1037
seq_21241 SWKY01000001.1 78.187 1710 302 53 1276 2958 26600891 26602556 0 1035
seq_21241 SWKY01000001.1 73.846 2837 617 86 146 2916 90866656 90869433 0 1035
seq_21241 SWKY01000001.1 78.095 1785 280 81 863 2621 189618101 189616402 0 1035
seq_21241 SWKY01000001.1 77.083 1920 346 56 1108 2962 85120143 85118253 0 1031
seq_21241 SWKY01000001.1 74.524 2571 529 90 210 2731 90867289 90869782 0 1027
seq_21241 SWKY01000001.1 75.215 2324 479 58 529 2817 90868234 90870495 0 1027
seq_21241 SWKY01000001.1 78.12 1723 295 46 1300 2962 170660571 170658871 0 1027
seq_21241 SWKY01000001.1 74.917 2416 490 86 456 2809 26608470 26610831 0 1016
seq_21241 SWKY01000001.1 73.518 2851 656 81 141 2959 90866923 90869706 0 1013
seq_21241 SWKY01000001.1 78.012 1710 298 52 1130 2825 90871377 90873022 0 1013
seq_21241 SWKY01000001.1 78.923 1542 275 38 1398 2919 137228626 137227115 0 1011
seq_21241 SWKY01000001.1 78.923 1542 275 38 1398 2919 137289970 137288459 0 1011
seq_21241 SWKY01000001.1 75.646 2127 439 66 515 2601 48813592 48815679 0 1003
seq_21241 SWKY01000001.1 76.084 2053 407 63 771 2771 115144601 115142581 0 1003
seq_21241 SWKY01000001.1 76.763 1928 355 59 1079 2942 85120195 85118297 0 1002
seq_21241 SWKY01000001.1 78.603 1589 277 39 1389 2958 122771954 122770410 0 1002
seq_21241 SWKY01000001.1 73.672 2917 602 113 141 2962 90867125 90869970 0 1000
seq_21241 SWKY01000001.1 76.668 1933 360 72 913 2805 85095848 85093967 0 996
seq_21241 SWKY01000001.1 77.596 1714 324 37 1261 2962 170660620 170658955 0 992
seq_21241 SWKY01000001.1 75.629 2146 432 69 836 2952 26608933 26611016 0 990
seq_21241 SWKY01000001.1 73.764 2771 594 91 152 2842 90866673 90869390 0 990
seq_21241 SWKY01000001.1 78.382 1619 275 43 1383 2958 98169080 98170666 0 990
seq_21241 SWKY01000001.1 76.436 1863 389 45 389 2228 116196210 116198045 0 981
seq_21241 SWKY01000001.1 76.464 1929 355 90 387 2296 189618237 189616389 0 976
seq_21241 SWKY01000001.1 73.803 2695 584 92 271 2919 90868268 90870886 0 972
seq_21241 SWKY01000001.1 73.568 2811 603 102 213 2960 90867768 90870501 0 970
seq_21241 SWKY01000001.1 73.43 2819 623 91 68 2839 90867814 90870553 0 968
seq_21241 SWKY01000001.1 76.164 1955 374 89 387 2332 189618260 189616389 0 963
seq_21241 SWKY01000001.1 79.233 1435 244 37 1395 2809 90864809 90866209 0 959
seq_21241 SWKY01000001.1 76.095 1941 393 52 1078 2982 85120294 85118389 0 957
seq_21241 SWKY01000001.1 77.558 1671 304 44 398 2014 81145150 81143497 0 953
seq_21241 SWKY01000001.1 77.552 1675 305 41 1276 2921 137228615 137226983 0 953
seq_21241 SWKY01000001.1 79.196 1442 236 41 1558 2962 61076733 61075319 0 952
seq_21241 SWKY01000001.1 78.449 1522 275 36 1458 2959 98169083 98170571 0 952
seq_21241 SWKY01000001.1 77.493 1675 305 41 1276 2921 137289959 137288328 0 948
seq_21241 SWKY01000001.1 75.916 1993 376 89 408 2392 189618285 189616389 0 944
seq_21241 SWKY01000001.1 78.819 1440 265 29 1395 2825 98169069 98170477 0 942
seq_21241 SWKY01000001.1 78.036 1548 289 34 1431 2959 98169080 98170595 0 937
seq_21241 SWKY01000001.1 78.639 1484 253 41 1494 2946 26600925 26602375 0 935
seq_21241 SWKY01000001.1 78.057 1554 282 38 1434 2958 122771957 122770434 0 935
seq_21241 SWKY01000001.1 79.367 1391 226 43 1431 2809 90864820 90866161 0 931
seq_21241 SWKY01000001.1 74.561 2276 475 75 512 2731 90868289 90870516 0 920
seq_21241 SWKY01000001.1 77.968 1516 287 33 1458 2962 122771957 122770478 0 913
seq_21241 SWKY01000001.1 76.216 1850 358 67 1134 2952 26608992 26610790 0 911
seq_21241 SWKY01000001.1 75.724 2002 363 100 455 2440 189618283 189616389 0 909
seq_21241 SWKY01000001.1 76.297 1831 350 63 1175 2962 85120294 85118505 0 907
seq_21241 SWKY01000001.1 79.005 1367 246 39 1613 2959 98169081 98170426 0 905
seq_21241 SWKY01000001.1 75.619 2018 364 99 361 2344 189618312 189616389 0 902
seq_21241 SWKY01000001.1 78.296 1479 252 44 1286 2731 90871366 90872808 0 898
seq_21241 SWKY01000001.1 77.382 1574 300 44 1194 2748 61076831 61078367 0 893
seq_21241 SWKY01000001.1 77.799 1572 252 71 1391 2959 189618309 189616832 0 887
seq_21241 SWKY01000001.1 78.716 1433 217 67 1366 2795 189618286 189616939 0 883
seq_21241 SWKY01000001.1 77.973 1480 263 39 1508 2958 137228615 137227170 0 878
seq_21241 SWKY01000001.1 77.973 1480 263 39 1508 2958 137289959 137288514 0 878
